provider,label_provider_fraud_1_0,claims_30d,claims_90d,claims_365d,reimb_30d,reimb_90d,reimb_365d,avg_reimb_day_30d,unique_benes_30d,unique_benes_90d,unique_benes_365d,dx_distinct_30d,px_distinct_30d,deductible_share_30d,ip_claims_365,ip_avg_z_reimb_365,ip_max_z_reimb_365,ip_avg_z_los_365,ip_max_z_los_365,op_claims_365,op_avg_z_reimb_365,op_max_z_reimb_365,claims_total,dup_exact_claims,dup_near_total,upcoding_ip_claims,upcoding_op_claims,overcharge_z_claims,overcharge_iqr_claims
PRV51057,0,5,5,5,6830.00,6830.00,6830.00,1366.0000000000000000,1,1,4,1,0,0.00000000000000000000,,,,,,5,2.002989010082434,3.2352332717214085,5,0,0,0,1,1,4
PRV51058,0,32,83,83,26410.00,107030.00,107030.00,978.1481481481481481,7,22,75,27,1,0.08087845513063233624,5,0.8121285367323482,4.759374046144572,0.42401032118951646372,2.3228316484697970,76,-0.07132677878964917,0.6516126907302816,83,0,0,0,0,0,9
PRV51059,1,33,96,96,118820.00,421060.00,421060.00,3960.6666666666666667,6,16,82,31,2,0.07232789092745329069,25,0.5406276215407001,4.752537359332897,0.11124286027278531794,4.7795819683089929,69,0.04972833234223253,0.7661921797877685,96,0,0,0,0,1,15
PRV51060,0,33,42,42,33780.00,43710.00,43710.00,1126.0000000000000000,6,8,42,14,0,0.09484902309058614565,5,-0.20018898445391278,0.8490443079284856,-0.09991268708212555946,0.54183513538283529954,37,-0.15740189491005235,0.4678073868147475,42,0,0,0,0,0,8
PRV51061,0,42,111,145,8860.00,38220.00,54940.00,305.5172413793103448,11,28,67,25,0,0.01015801354401805869,1,-0.7585003284096451,-0.7585003284096451,0.11461759148581445835,0.11461759148581445835,142,0.10077681277484815,0.6287022305239889,145,0,2,0,1,1,22
PRV51062,0,48,151,397,33110.00,57980.00,153380.00,1103.6666666666666667,22,56,166,62,0,0.03497432799758381154,3,0.4145227486357652,1.500468783584012,-0.01506176399817653713,0.51280350100143084998,381,0.0065690457948721975,0.26100363500507745,397,0,0,0,1,1,48
PRV51063,0,38,109,149,19490.00,39370.00,51110.00,649.6666666666666667,8,28,115,23,0,0.00615700359158542842,,,,,,147,0.23899924685617,1.6195250069237586,149,0,0,0,1,1,24
PRV51064,1,43,142,303,49270.00,161930.00,360320.00,1698.9655172413793103,17,69,225,54,1,0.10838238278871524254,35,-0.3241613449495204,1.5849086829472243,-0.30225240461753357923,2.5446585182036984,261,0.14238033778312595,0.9573462819951674,303,0,0,0,3,3,42
PRV51065,0,28,28,28,76570.00,76570.00,76570.00,2945.0000000000000000,1,4,26,6,0,0.12696878673109572940,10,-0.3130384270076209,0.0324833126527962,-0.02526639613746811727,1.6187119073782043,17,-0.3505178279462138,-0.19911482655465715,28,0,0,0,0,0,0
PRV51066,0,24,24,24,24790.00,24790.00,24790.00,1126.8181818181818182,1,8,21,0,0,0.09019766034691407826,2,-0.012595171423459062,0.6374502468124735,-0.64712010441976218790,-0.30319962982418224286,21,0.07964181659342737,1.490400805714771,24,0,0,0,0,0,4
PRV51067,1,35,58,58,222920.00,334520.00,334520.00,7686.8965517241379310,7,17,49,42,4,0.04401579041808720617,12,1.444417840622713,4.847605037348745,0.02730424133322370090,2.6535912002820909,45,-0.01984643498687995,0.9610938025378992,58,0,0,0,0,0,11
PRV51068,0,41,126,261,22230.00,61100.00,143260.00,741.0000000000000000,18,49,213,53,0,0.04804318488529014845,9,-0.25810175027332577,0.43639499164004114,-0.49164455511097613715,0.07750821308110189110,243,-0.10237565838713204,0.22614085810581458,261,0,0,0,1,1,31
PRV51070,0,32,99,99,24040.00,125410.00,125410.00,828.9655172413793103,9,21,69,18,0,0.08885191347753743760,10,0.07367969303407446,1.2118623657928465,-0.43263739899980218424,0.49098219223060657014,87,-0.1634870735787061,0.35527067840399645,99,0,0,0,0,0,10
PRV51071,0,24,24,24,8550.00,8550.00,8550.00,388.6363636363636364,2,6,24,4,0,0.00584795321637426901,,,,,,24,-0.05090474019549991,1.0912909493360345,24,0,0,0,0,0,3
PRV51072,0,39,126,212,14590.00,86790.00,119170.00,503.1034482758620690,13,41,160,53,1,0.21960246744345442084,12,-0.3912475847896412,1.040632864779931,-0.17954875972594842607,1.5908193024614657,199,-0.19725370336434203,0.10802354668045526,212,0,0,0,0,0,22
PRV51074,0,31,39,39,33230.00,41170.00,41170.00,1145.8620689655172414,4,10,38,18,0,0.13096599458320794463,5,-0.5490786780624308,0.3057362728055889,-0.63105224898129073330,-0.20430895980403885962,33,-0.10122071668814484,0.3838812748368195,39,0,0,0,0,0,7
PRV51075,0,17,17,17,8550.00,8550.00,8550.00,502.9411764705882353,1,4,13,2,0,0.00818713450292397661,,,,,,17,0.12218210608359004,1.1134069544056588,17,0,0,0,0,0,6
PRV51076,0,29,29,29,10230.00,10230.00,10230.00,378.8888888888888889,4,9,27,18,0,0.00488758553274682307,,,,,,29,0.21229245591024073,1.433445662001733,29,0,0,0,0,0,4
PRV51077,1,31,33,33,143350.00,204350.00,204350.00,4778.3333333333333333,4,4,30,19,1,0.09824904080920823160,16,0.33734733322677246,2.8440382163136246,0.02612521321682343523,2.6347088227734949,16,-0.030781629912117248,0.5853424383516799,33,0,0,0,1,1,7
PRV51078,0,23,23,23,78270.00,78270.00,78270.00,3557.7272727272727273,4,5,23,23,2,0.11043822665133512201,8,-0.22807952060386513,0.25461142499985395,0.21870455291935814352,2.4405424093926923,14,-0.14130557218847545,0.8638942248713518,23,0,0,0,0,0,0
PRV51081,0,40,122,200,5590.00,72350.00,124080.00,192.7586206896551724,15,32,129,40,0,0.00894454382826475850,6,0.2599475918637503,3.7035206743214397,0.19820509382889454793,0.70629271114209262640,188,-0.1598923238629411,0.2771356990944728,200,0,0,0,1,2,20
PRV51082,0,31,34,34,5330.00,5470.00,5470.00,190.3571428571428571,4,6,31,10,0,0.01313320825515947467,,,,,,33,-0.31808176107802205,-0.023192392300670665,34,0,0,0,0,0,3
PRV51083,0,33,90,90,7980.00,18100.00,18100.00,266.0000000000000000,7,19,81,17,0,0.01503759398496240602,,,,,,88,-0.026795061690530513,0.9848157178095722,90,0,0,0,0,0,9
PRV51084,1,33,102,110,42470.00,201550.00,215580.00,1516.7857142857142857,4,18,85,3,0,0.07826701200847657170,20,-0.05094330071206944,4.17138638828758,-0.00277329382847518148,4.8096085336326764,83,0.37944457108223056,4.969405005772912,110,0,0,0,0,0,13
PRV51086,0,33,106,139,102530.00,368750.00,446170.00,3417.6666666666666667,7,24,115,23,1,0.08333170779284111967,31,0.2942283814813208,3.897431277198516,-0.08966700939982505423,1.7264998931433589,107,-0.04541333703215887,0.5475686417659648,139,0,0,1,1,1,23
PRV51089,0,43,125,228,20090.00,110440.00,230900.00,669.6666666666666667,27,59,197,75,2,0.10930811348929815829,18,-0.04023079753620308,3.6046229135586545,-0.01969682803802226003,1.3587282035136155,209,-0.03033655952463902,0.7184492065828141,228,0,0,1,1,1,27
PRV51090,0,7,7,7,5830.00,5830.00,5830.00,832.8571428571428571,2,4,7,6,0,0.01029159519725557461,,,,,,7,1.1158851873748972,3.9895441456335288,7,0,0,0,1,1,2
PRV51091,0,30,44,44,6540.00,9270.00,9270.00,218.0000000000000000,4,9,44,8,0,0.01223241590214067278,,,,,,43,-0.16770509230789646,0.023423623239795598,44,0,0,0,0,0,6
PRV51093,0,9,9,9,13710.00,13710.00,13710.00,1713.7500000000000000,1,2,9,2,0,0.15579868708971553611,2,0.14675938686145212,0.44753426297979093,-0.22011750468246633154,0.40237408144045869007,7,0.24387485104622586,2.4272927087444254,9,0,0,0,0,0,1
PRV51096,0,5,5,5,3200.00,3200.00,3200.00,640.0000000000000000,1,1,5,1,0,0.03125000000000000000,,,,,,5,0.523720321330524,2.766312908833853,5,0,0,0,0,0,2
PRV51097,0,33,102,125,10690.00,36710.00,44420.00,368.6206896551724138,12,29,71,31,0,0.00187090739008419083,,,,,,122,0.16977461729290572,1.3803025165106702,125,0,0,0,1,1,20
PRV51098,0,4,4,4,300.00,300.00,300.00,75.0000000000000000,1,3,4,8,0,0.00000000000000000000,,,,,,4,-0.42553275492277354,-0.3336523884142287,4,0,0,0,0,0,0
PRV51100,0,5,5,5,78000.00,78000.00,78000.00,15600.000000000000,1,2,5,9,0,0.06846153846153846154,5,0.40596185384392713,1.7843350365880386,0.01662528083698143353,1.5917022798382448,,,,5,0,0,0,0,0,2
PRV51101,0,3,3,3,16600.00,16600.00,16600.00,5533.3333333333333333,2,3,3,18,1,0.19301204819277108434,3,-0.2532775219786269,0.7582526206184804,-0.35539771969862917338,0.31957219081962226616,,,,3,0,0,0,0,0,0
PRV51102,0,12,12,12,148000.00,148000.00,148000.00,12333.333333333333,2,4,11,19,2,0.08659459459459459459,12,0.2908586422451542,2.979402691770424,-0.24500988730745487628,1.1547005383792515,,,,12,0,0,1,0,0,3
PRV51103,1,6,6,6,440.00,440.00,440.00,73.3333333333333333,1,1,4,1,0,0.13636363636363636364,,,,,,6,-0.3854097372927935,-0.33091509429977195,6,0,0,0,0,0,0
PRV51104,0,12,12,12,1900.00,1900.00,1900.00,158.3333333333333333,2,4,9,3,0,0.05789473684210526316,,,,,,11,-0.252436072550709,0.1044923086975102,12,0,0,0,0,0,1
PRV51105,0,12,12,12,6540.00,6540.00,6540.00,545.0000000000000000,1,6,12,3,0,0.00000000000000000000,,,,,,12,0.6114390582357807,1.7843093357147206,12,0,0,0,0,0,4
PRV51108,0,19,19,19,156000.00,156000.00,156000.00,8666.6666666666666667,3,4,19,27,0,0.12323076923076923077,19,-0.16602832583542865,1.0646582824489996,-0.09661867915821608615,1.4509690729694681,,,,19,0,0,0,0,0,0
PRV51109,0,3,3,3,18000.00,18000.00,18000.00,6000.0000000000000000,1,1,3,9,1,0.17800000000000000000,3,-0.4693022948466577,-0.21791226434216818,0.12258902281288900717,0.82694215663158362464,,,,3,0,0,0,0,0,0
PRV51110,0,5,5,5,27000.00,27000.00,27000.00,5400.0000000000000000,3,4,5,25,2,0.19777777777777777778,5,-0.3477046076717157,0.17326008827533618,0.72548931996495515022,4.4372191772718780,,,,5,0,0,0,0,0,0
PRV51111,0,33,100,132,6890.00,42510.00,54860.00,237.5862068965517241,11,29,85,38,0,0.00000000000000000000,,,,,,132,0.24598545556050944,1.9316721863582398,132,0,0,0,2,2,26
PRV51112,0,38,115,304,8670.00,33600.00,105250.00,289.0000000000000000,17,56,195,38,0,0.03229527104959630911,,,,,,297,0.41461416886209435,4.8434073378192615,304,0,0,0,2,2,53
PRV51113,0,32,104,132,12630.00,29900.00,46390.00,435.5172413793103448,7,26,78,26,0,0.00712589073634204276,,,,,,126,-0.02306235329657071,0.6330960918052638,132,0,0,0,4,4,20
PRV51114,0,47,132,262,7810.00,31060.00,76720.00,260.3333333333333333,15,51,160,37,0,0.01280409731113956466,,,,,,254,-0.04539802400784759,0.5423333420729473,262,0,0,0,1,1,27
PRV51115,0,7,7,7,980.00,980.00,980.00,140.0000000000000000,1,1,6,3,0,0.02040816326530612245,,,,,,7,-0.2763582144421635,0.2682104038955398,7,0,0,0,0,0,0
PRV51117,0,12,12,12,1950.00,1950.00,1950.00,162.5000000000000000,3,5,10,6,0,0.00000000000000000000,,,,,,11,-0.2681793162862844,0.30486472282778065,12,0,0,0,0,0,1
PRV51118,0,16,16,16,136000.00,136000.00,136000.00,8500.0000000000000000,2,4,16,17,2,0.10994117647058823529,16,-0.114816167000022,1.892885617242233,-0.27031720075449941987,1.4317822474752651,,,,16,0,0,0,0,0,1
PRV51119,1,35,95,95,230000.00,1080580.00,1080580.00,7931.0344827586206897,4,22,78,31,2,0.15787826086956521739,88,-0.14311899441802303,2.4125846300273004,0.01594663763769720005,4.7681054378828301,,,,95,0,0,0,0,1,9
PRV51120,0,7,7,7,52000.00,52000.00,52000.00,7428.5714285714285714,1,3,7,9,1,0.14376923076923076923,7,-0.2510344323118528,0.6215237429307342,-0.18371943717177849889,0.34635494692269291694,,,,7,0,0,0,0,0,0
PRV51121,0,7,7,7,81080.00,81080.00,81080.00,11582.857142857143,3,4,7,27,2,0.07903305377405032067,6,0.39908908611777205,3.299017149357435,0.40059079973379044750,1.5683324701785036,1,-0.503029224241563,-0.503029224241563,7,0,0,0,0,0,1
PRV51122,0,7,7,7,1120.00,1120.00,1120.00,160.0000000000000000,1,3,7,3,0,0.00000000000000000000,,,,,,7,-0.24547029913432317,0.2943427877409706,7,0,0,0,0,0,0
PRV51123,0,31,31,31,26910.00,26910.00,26910.00,897.0000000000000000,2,6,28,7,0,0.08086213303604607952,2,-0.3489276442852644,-0.1360483585436931,-0.43811635396296961868,-0.13021653969685728906,28,0.5816572274075354,1.6232961410451934,31,0,0,0,0,0,6
PRV51125,0,32,48,48,51700.00,131310.00,131310.00,1723.3333333333333333,3,9,32,12,1,0.12781431334622823985,12,-0.07844321616571953,2.432238230066021,-0.17698377877973089207,1.3662312158522978,36,0.5804287561982617,2.048899643430639,48,0,0,0,1,1,11
PRV51126,1,20,20,20,177000.00,177000.00,177000.00,9833.3333333333333333,2,4,14,11,1,0.12067796610169491525,20,0.05004015646540354,3.4492349247987173,0.14289718519733095594,4.7345131093085931,,,,20,0,0,0,0,0,1
PRV51128,0,33,50,50,44090.00,102220.00,102220.00,1520.3448275862068966,5,11,38,18,0,0.07266953957813563166,5,0.8759964818116168,2.2347451742298814,0.36899549531867069521,1.3520137725373952,44,-0.22582215871043074,0.5528571893725766,50,0,0,0,0,0,7
PRV51129,0,34,96,96,7150.00,22920.00,22920.00,238.3333333333333333,9,23,65,21,0,0.03776223776223776224,,,,,,94,0.011446132792875818,0.7276343226286249,96,0,0,0,0,0,16
PRV51130,0,7,7,7,4970.00,4970.00,4970.00,710.0000000000000000,1,2,7,2,0,0.00000000000000000000,,,,,,7,0.5359309617727475,3.4028515305175144,7,0,0,0,0,0,3
PRV51131,0,8,8,8,1160.00,1160.00,1160.00,165.7142857142857143,1,3,8,3,0,0.06034482758620689655,,,,,,8,-0.2459249562880598,0.4503960471298036,8,0,0,0,0,0,1
PRV51132,0,8,8,8,5330.00,5330.00,5330.00,761.4285714285714286,2,3,6,6,0,0.20037523452157598499,1,-0.6869055757821181,-0.6869055757821181,-0.14238022363650244835,-0.14238022363650244835,7,-0.25365010354267264,-0.06457726469508562,8,0,0,0,0,0,1
PRV51134,0,15,15,15,7610.00,7610.00,7610.00,543.5714285714285714,2,5,12,2,0,0.01051248357424441524,,,,,,15,0.6265379512978799,3.2988617817942023,15,0,0,0,0,0,4
PRV51135,0,5,5,5,300.00,300.00,300.00,60.0000000000000000,1,1,2,0,0,0.00000000000000000000,,,,,,4,-0.3864000943045398,-0.2934478890413422,5,0,0,0,0,0,0
PRV51136,0,1,1,1,20000.00,20000.00,20000.00,20000.000000000000,1,1,1,9,2,0.05340000000000000000,1,0.6680477899361635,0.6680477899361635,-0.48256367804040369823,-0.48256367804040369823,,,,1,0,0,0,0,0,0
PRV51137,0,30,55,55,5780.00,16050.00,16050.00,214.0740740740740741,9,18,51,32,0,0.01384083044982698962,1,-0.38513688797574797,-0.38513688797574797,0.29774192748036064086,0.29774192748036064086,52,-0.24379890654643713,0.7484256433390388,55,0,0,0,1,1,3
PRV51138,0,26,26,26,13430.00,13430.00,13430.00,559.5833333333333333,3,8,21,8,0,0.07952345495160089352,1,-0.632357842847108,-0.632357842847108,-0.84253599587297306371,-0.84253599587297306371,23,0.11808449516647447,1.3325705911669614,26,0,0,0,0,0,3
PRV51139,0,31,43,43,37780.00,52580.00,52580.00,1302.7586206896551724,7,13,41,29,0,0.17067231339332980413,7,-0.46114438115235307,1.0093733336471713,-0.34919740702650211763,0.47392274439007240792,35,-0.028930767142318792,0.9646350835306365,43,0,0,0,0,0,6
PRV51140,0,54,164,487,38390.00,140480.00,453130.00,1279.6666666666666667,34,105,393,104,0,0.16691846835113310758,46,-0.2906466026186413,1.4018297201512553,0.09841235357637055604,4.6263708870002248,430,0.12100707644945964,1.4225272516784613,487,0,0,0,6,6,59
PRV51141,0,35,71,71,9960.00,19490.00,19490.00,355.7142857142857143,8,15,37,21,0,0.00803212851405622490,,,,,,71,0.05100969553005584,0.5576474726973834,71,0,0,0,0,0,10
PRV51142,0,32,51,51,88600.00,104570.00,104570.00,2953.3333333333333333,10,15,38,34,0,0.06094808126410835214,7,-0.2987344499223978,0.4792884425074736,-0.25911838762877960851,0.49578485021707905402,42,-0.2650850763646777,0.2895965257648841,51,0,0,0,0,0,4
PRV51143,0,31,77,77,12840.00,20450.00,20450.00,458.5714285714285714,6,14,67,13,0,0.01947040498442367601,,,,,,73,-0.04754716400551899,0.5735125685598508,77,0,0,0,2,2,8
PRV51144,0,30,30,30,61220.00,61220.00,61220.00,2267.4074074074074074,5,11,29,10,0,0.07337471414570401829,4,0.21717593170955535,2.0643087814979273,-0.28486881829378084464,0.75008491793029925106,24,0.33567838572948866,4.559649636564095,30,0,0,0,0,0,3
PRV51145,1,43,116,202,219050.00,817790.00,1606350.00,7823.2142857142857143,9,50,161,60,6,0.16613558548276649167,160,-0.03285128088291315,3.915848649977909,0.06441338678963523683,4.8616909207239018,40,-0.30926621629591294,0.01905959312795302,202,2,2,1,0,0,11
PRV51146,1,38,136,352,211950.00,696990.00,1680910.00,7308.6206896551724138,25,84,329,99,8,0.09573956121726822364,158,0.01723014198292565,5.009858084775757,-0.11166424579322735642,2.1269328422299164,182,0.049042480600302744,0.858570139467554,352,0,0,1,0,2,46
PRV51147,0,30,32,32,8460.00,8860.00,8860.00,313.3333333333333333,2,5,32,8,0,0.02482269503546099291,,,,,,31,-0.05964502394779032,1.0789920111112723,32,0,0,0,1,1,3
PRV51148,1,41,124,330,34680.00,204890.00,488660.00,1156.0000000000000000,21,57,262,60,3,0.12404844290657439446,34,0.18244612236045282,3.799793304514486,-0.26871597612807515341,1.5184768201356690,291,0.04444192465754755,0.8033748151670939,330,0,0,1,1,1,50
